id,title,reviews,goodness_enc
3089,Red River,"[""Bury those quitters!\r\n\r\nTom Dunson is a self made cattle baron, he will do what ever it takes to protect the life he has made for himself. The constant fall in the value of livestock means that Tom, and his adopted son Matthew, must drive the gathered herd through the perilous Chisholm Trail, and then hope to get good value for the beef. With their assembled group of hands they head off North, but many problems will come their way, not least, a fallout due to Dunson's tyrannical ways, meaning there could well be mutiny on the range.\r\n\r\nWithout a shadow of doubt, Red River is one of the greatest Westerns ever made, boasting incredible performances from the cast, directed with sumptuous skill by Howard Hawks and photographed as good as any film in the genre. Based on the novel The Chisholm Trail written by Borden Chase (also co writing duties for the film), Red River is a sweeping spectacle that doesn't have a frame that's wasted. Hawks (this his first Western) frames his wonderfully vivid characters in lush expansive landscapes, fleshing them out amongst the constant stream of drama and action. Though Chase would be annoyed at the changes Hawks made to the story, he surely would have marvelled at the finished product, with Harlan's photography in and around the Arizona's locales capturing a cowboys terrain expertly, while Dimitri Tiomkin's score stirs the blood and pumps the viewer with Cowboy adrenaline.\r\n\r\nIf anyone doubts John Wayne as an actor of note then they need look no further than his performance here as Dunson. Tough and durable in essence the character is for sure, but Wayne manages to fuse those traits with a believable earthy determination that layers the character perfectly. With Wayne all the way, matching him stride for stride is Montgomery Clift as Matthew Garth, sensitive without being overly so, it's the perfect foil to Wayne's machismo barnstorming. Walter Brennan and John Ireland also shine bright in support, while a special mention has to go to a wonderful turn from Joanne Dru as Tess Millay, for Howard Hawks' CV shows a ream of strong female characters, and here Dru firmly puts herself in amongst the best of them - check out her first appearance alongside Clift, it's precious.\r\n\r\nRed River made a fortune upon its release, it was revered by the critics back then, and it's still being revered today. Rightly so, because it is quite simply magic cinema, a case where everything comes together perfectly, it's in short, a film that even none Western fans should be able to marvel at as entertainment. Or? at the very least give credit to the Tech accomplishments on offer. 10/10""]",0
3093,Basic Instinct 2,[],0
3116,Midnight Cowboy,"['**""I\'m walking here! I\'m walking here!"" Shuffling, perhaps.**\r\n\r\n\r\nOne can always count on Hoffman and his ability to absorb the character he is portraying with such ease. He has a knack at portraying that deep, bronchial coughing schtick. When watching, I had to wear a surgical mask - just in case.\r\n\r\nVoight, as usual, is magnificent as the innocent amongst the scum. Watching this wide eyed lone ranger slowly losing the tassels from his jacket is a deeply moving experience.\r\n\r\nA word of warning, you may want to use antibacterial wipes on your tv screen after watching Hoffman here. One cannot be too careful.\r\n\r\n\r\n- Potential Kermode']",0
3131,Gangs of New York,[],1
3132,Bad Company,[],0
3170,Bambi,[],1
3172,Bandits,[],0
3175,Barry Lyndon,[],0
3179,Beavis and Butt-Head Do America,[],0
3291,"Good Night, and Good Luck.",[],0
3472,Dirty Pretty Things,[],0
3482,The Train,[],0
3489,88 Minutes,[],0
3509,A Scanner Darkly,[],0
3512,Under Siege 2: Dark Territory,"['Most certainly a lesser sequel, but maybe not quite so ""lesser"" as you might have heard, or as you might expect from prior experience with this sort of thing. It\'s basically the same story as the first with one form of mass-transit switched out for another, but that\'s not enough of a criticism to leave _Dark Territory_ dead in the water.\r\n\r\n_Final rating:★★★ - I liked it. Would personally recommend you give it a go_.']",0
3536,U-571,"[""Can you forgive the film makers their sins?\r\n\r\nOnce in a while there comes a time when a film lover has their patience snapped, that we can't surely accept in this instance that poetic license is OK as an excuse purely for Hollywood to make a piece of entertainment. U-571 pretty much rips up the history books for its own ends, something that would see even the film makers themselves bow their heads during the years that followed. However... \r\n\r\nAs a drama - cum - thriller, Jonathan Mostow's film is top end. There's some iffy acting in the support slots, but the production is still excellently put together. Suspense down below in the submarine is high anxiety, the tactics of war in the Atlantic superbly written, while the finale face off is edge of the seat gripping. It's these things that has let U-571 gain decent ratings on the main internet movie sites. \r\n\r\nTaken as a piece of Hollywood guff, it's a rocking war movie, one that also sounds absolutely tremendous through home cinema systems. As long as you accept it as guff - regardless of your nationality, then there is a great time to be had. But just as with films like Braveheart, do familiarise yourselves with the facts afterwards. 6/10""]",0
3558,"Girl, Interrupted",[],0
3580,Changeling,[],1
3587,Bogus,[],0
3594,The Number 23,[],1
3595,Ransom,[],0
3597,I Know What You Did Last Summer,"[""Ben the Bream.\r\n\r\nKevin Williamson, hot off of the success of his screenplay for Wes Craven's Scream, here adapted the Lois Duncan novel with mixed results.\r\n\r\nA bunch of pretty teenagers in a coastal fishing town run over a man in the road and try to cover it up. Not a wise move at the best of times, even more so now as the victim, a hook wielding fisherman, is coming to get them.\r\n\r\nAnd that's pretty much it. Williamson adds some humour into the play, while director Jim Gillespie plays his shock tactics well and keeps the pretty young cast annoying enough for us to want to see the fisherman guy enact revenge.\r\n\r\nIt sadly gets away from itself in the last quarter once the stalker is revealed, and in truth there's very little imagination gone into the whole pic. But it's a decent night in with beer and popcorn for those after a short sharp shock type horror. 6/10""]",0
3600,I Still Know What You Did Last Summer,[],0
3604,Flash Gordon,"['One of the least appreciated movies made in my lifetime. Done right after the glory that was The Empire Strikes Back and released to a public that had forgotten who Flash Gordon was or what the 1930\'s serials with Larry ""Buster"" Crabbe represented. Although the public was drooling desire for more high tech special effects and serious Space Opera, Flash went in the opposite direction and brought Campy back with a style all his own. This movie PERFECTLY recreated everything that those early B&W serials threw at those screaming kids sitting up in the movie theater balcony. Not to mention that the actor recreations were done as if the drawn characters came to life and leaped out of the funny papers to star on the silver screen. Max von Sydow IS Emperor Ming. Brian Blessed IS Prince Vultan. Sam Jones and Melody Anderson came in as the unknowns they needed to be and stole the show. The ONLY downfall to this movie was the fact that it did so poorly at the box office and never received the sequel it hinted at in its ending.']",0
